Date,Time,Weather,Temp,Rain,Cloud,Pressure,Wind,Gust
7/22/2016,15:00,Cloudy,33 °c,"0.0
mm",83%,1004 mb,8 km/h,18 km/h
7/22/2016,18:00,Cloudy,30 °c,"0.0
mm",82%,1003 mb,6 km/h,11 km/h
7/22/2016,21:00,Cloudy,28 °c,"0.0
mm",81%,1006 mb,7 km/h,18 km/h
7/23/2016,0:00,Cloudy,27 °c,"0.0
mm",83%,1006 mb,6 km/h,16 km/h
7/23/2016,3:00,Partly cloudy,27 °c,"0.0
mm",50%,1005 mb,6 km/h,14 km/h
7/23/2016,6:00,Partly cloudy,27 °c,"0.0
mm",39%,1006 mb,7 km/h,10 km/h
7/23/2016,9:00,Cloudy,30 °c,"0.0
mm",78%,1007 mb,7 km/h,14 km/h
7/23/2016,12:00,Partly cloudy,33 °c,"0.0
mm",35%,1006 mb,7 km/h,24 km/h
7/23/2016,15:00,Cloudy,32 °c,"0.0
mm",76%,1003 mb,7 km/h,19 km/h
7/23/2016,18:00,Cloudy,30 °c,"0.0
mm",75%,1002 mb,6 km/h,10 km/h
7/23/2016,21:00,Cloudy,28 °c,"0.0
mm",81%,1006 mb,6 km/h,12 km/h
7/24/2016,0:00,Cloudy,27 °c,"0.0
mm",70%,1005 mb,5 km/h,13 km/h
7/24/2016,3:00,Partly cloudy,26 °c,"0.0
mm",60%,1004 mb,5 km/h,8 km/h
7/24/2016,6:00,Partly cloudy,27 °c,"0.0
mm",37%,1006 mb,6 km/h,8 km/h
7/24/2016,9:00,Cloudy,31 °c,"0.0
mm",72%,1007 mb,6 km/h,12 km/h
7/24/2016,12:00,Partly cloudy,33 °c,"0.0
mm",35%,1005 mb,7 km/h,13 km/h
7/24/2016,15:00,Cloudy,33 °c,"0.0
mm",80%,1003 mb,8 km/h,10 km/h
7/24/2016,18:00,Partly cloudy,32 °c,"0.0
mm",33%,1002 mb,8 km/h,14 km/h
7/24/2016,21:00,Cloudy,28 °c,"0.0
mm",83%,1004 mb,6 km/h,16 km/h
7/25/2016,0:00,Partly cloudy,27 °c,"0.0
mm",51%,1006 mb,5 km/h,14 km/h
7/25/2016,3:00,Cloudy,27 °c,"0.0
mm",68%,1005 mb,3 km/h,11 km/h
7/25/2016,6:00,Partly cloudy,27 °c,"0.0
mm",43%,1006 mb,5 km/h,6 km/h
7/25/2016,9:00,Cloudy,31 °c,"0.0
mm",74%,1007 mb,5 km/h,18 km/h
7/25/2016,12:00,Partly cloudy,33 °c,"0.0
mm",43%,1006 mb,6 km/h,13 km/h
7/25/2016,15:00,Cloudy,33 °c,"0.0
mm",74%,1003 mb,8 km/h,11 km/h
7/25/2016,18:00,Partly cloudy,32 °c,"0.0
mm",38%,1003 mb,7 km/h,13 km/h
7/25/2016,21:00,Cloudy,28 °c,"0.0
mm",73%,1005 mb,7 km/h,13 km/h
7/26/2016,0:00,Partly cloudy,27 °c,"0.0
mm",57%,1006 mb,5 km/h,14 km/h
7/26/2016,3:00,Partly cloudy,26 °c,"0.0
mm",51%,1005 mb,4 km/h,7 km/h
7/26/2016,6:00,Partly cloudy,27 °c,"0.0
mm",53%,1005 mb,5 km/h,7 km/h
7/26/2016,9:00,Cloudy,30 °c,"0.0
mm",78%,1006 mb,6 km/h,11 km/h
7/26/2016,12:00,Partly cloudy,32 °c,"0.0
mm",49%,1004 mb,6 km/h,11 km/h
7/26/2016,15:00,Cloudy,34 °c,"0.0
mm",76%,1003 mb,8 km/h,11 km/h
7/26/2016,18:00,Partly cloudy,32 °c,"0.0
mm",31%,1004 mb,7 km/h,12 km/h
7/26/2016,21:00,Overcast,28 °c,"0.0
mm",86%,1005 mb,5 km/h,14 km/h
7/27/2016,0:00,Partly cloudy,27 °c,"0.0
mm",48%,1005 mb,4 km/h,12 km/h
7/27/2016,3:00,Overcast,27 °c,"0.0
mm",85%,1004 mb,4 km/h,7 km/h
7/27/2016,6:00,Heavy rain at times,27 °c,"1.3
mm",77%,1005 mb,5 km/h,18 km/h
7/27/2016,9:00,Moderate rain at times,30 °c,"0.7
mm",70%,1005 mb,5 km/h,18 km/h
7/27/2016,12:00,Patchy rain possible,32 °c,"0.2
mm",52%,1004 mb,6 km/h,31 km/h
7/27/2016,15:00,Moderate or heavy rain shower,32 °c,"3.6
mm",70%,1002 mb,7 km/h,32 km/h
7/27/2016,18:00,Partly cloudy,28 °c,"0.0
mm",45%,1003 mb,7 km/h,26 km/h
7/27/2016,21:00,Patchy rain possible,26 °c,"0.3
mm",76%,1005 mb,19 km/h,36 km/h
7/28/2016,0:00,Moderate or heavy rain shower,26 °c,"4.7
mm",80%,1005 mb,26 km/h,48 km/h
7/28/2016,3:00,Moderate or heavy rain shower,26 °c,"10.0
mm",87%,1001 mb,31 km/h,60 km/h
7/28/2016,6:00,Moderate or heavy rain shower,24 °c,"17.8
mm",100%,1001 mb,30 km/h,72 km/h
7/28/2016,9:00,Moderate or heavy rain shower,24 °c,"13.8
mm",100%,1004 mb,35 km/h,74 km/h
7/28/2016,12:00,Moderate or heavy rain shower,25 °c,"12.3
mm",100%,1005 mb,27 km/h,58 km/h
7/28/2016,15:00,Moderate or heavy rain shower,26 °c,"2.5
mm",100%,1005 mb,17 km/h,34 km/h
7/28/2016,18:00,Heavy rain at times,25 °c,"1.1
mm",50%,1005 mb,12 km/h,28 km/h
7/28/2016,21:00,Moderate or heavy rain shower,25 °c,"2.0
mm",86%,1008 mb,12 km/h,22 km/h
7/29/2016,0:00,Heavy rain at times,24 °c,"1.0
mm",87%,1009 mb,9 km/h,16 km/h
7/29/2016,3:00,Moderate or heavy rain shower,24 °c,"2.3
mm",66%,1008 mb,8 km/h,12 km/h
7/29/2016,6:00,Moderate rain at times,25 °c,"0.7
mm",69%,1009 mb,7 km/h,9 km/h
7/29/2016,9:00,Patchy rain possible,28 °c,"0.1
mm",78%,1009 mb,8 km/h,14 km/h
7/29/2016,12:00,Patchy rain possible,31 °c,"0.2
mm",89%,1009 mb,12 km/h,20 km/h
7/29/2016,15:00,Patchy rain possible,31 °c,"0.1
mm",79%,1007 mb,10 km/h,19 km/h
7/29/2016,18:00,Patchy rain possible,27 °c,"0.1
mm",74%,1008 mb,8 km/h,13 km/h
7/29/2016,21:00,Clear,26 °c,"0.0
mm",19%,1009 mb,6 km/h,10 km/h
7/30/2016,0:00,Partly cloudy,26 °c,"0.0
mm",42%,1010 mb,4 km/h,7 km/h
7/30/2016,3:00,Moderate rain at times,25 °c,"0.7
mm",83%,1009 mb,3 km/h,11 km/h
7/30/2016,6:00,Partly cloudy,26 °c,"0.0
mm",25%,1010 mb,4 km/h,5 km/h
7/30/2016,9:00,Partly cloudy,30 °c,"0.0
mm",50%,1009 mb,3 km/h,9 km/h
7/30/2016,12:00,Partly cloudy,32 °c,"0.0
mm",34%,1007 mb,5 km/h,10 km/h
7/30/2016,15:00,Partly cloudy,33 °c,"0.0
mm",46%,1007 mb,7 km/h,12 km/h
7/30/2016,18:00,Partly cloudy,29 °c,"0.0
mm",31%,1006 mb,7 km/h,13 km/h
7/30/2016,21:00,Clear,27 °c,"0.0
mm",12%,1008 mb,9 km/h,15 km/h
7/31/2016,0:00,Clear,27 °c,"0.0
mm",5%,1008 mb,6 km/h,10 km/h
7/31/2016,3:00,Clear,26 °c,"0.0
mm",6%,1008 mb,4 km/h,5 km/h
7/31/2016,6:00,Sunny,27 °c,"0.0
mm",10%,1008 mb,1 km/h,2 km/h
7/31/2016,9:00,Sunny,31 °c,"0.0
mm",11%,1007 mb,3 km/h,9 km/h
7/31/2016,12:00,Sunny,34 °c,"0.0
mm",2%,1005 mb,3 km/h,9 km/h
7/31/2016,15:00,Sunny,35 °c,"0.0
mm",0%,1003 mb,3 km/h,8 km/h
7/31/2016,18:00,Sunny,33 °c,"0.0
mm",2%,1002 mb,8 km/h,15 km/h
7/31/2016,21:00,Clear,28 °c,"0.0
mm",4%,1005 mb,9 km/h,16 km/h
8/1/2016,0:00,Clear,28 °c,"0.0
mm",5%,1005 mb,6 km/h,11 km/h
8/1/2016,3:00,Clear,27 °c,"0.0
mm",6%,1005 mb,3 km/h,4 km/h
8/1/2016,6:00,Sunny,28 °c,"0.0
mm",6%,1004 mb,4 km/h,5 km/h
8/1/2016,9:00,Sunny,32 °c,"0.0
mm",6%,1004 mb,8 km/h,10 km/h
8/1/2016,12:00,Sunny,35 °c,"0.0
mm",6%,1002 mb,8 km/h,14 km/h
8/1/2016,15:00,Sunny,36 °c,"0.0
mm",5%,1000 mb,5 km/h,12 km/h
8/1/2016,18:00,Sunny,32 °c,"0.0
mm",3%,1000 mb,4 km/h,8 km/h
8/1/2016,21:00,Clear,29 °c,"0.0
mm",8%,1002 mb,8 km/h,13 km/h
8/2/2016,0:00,Clear,28 °c,"0.0
mm",11%,1002 mb,5 km/h,10 km/h
8/2/2016,3:00,Clear,28 °c,"0.0
mm",11%,1000 mb,4 km/h,8 km/h
8/2/2016,6:00,Sunny,28 °c,"0.0
mm",11%,1000 mb,8 km/h,12 km/h
8/2/2016,9:00,Sunny,33 °c,"0.0
mm",12%,1000 mb,13 km/h,15 km/h
8/2/2016,12:00,Sunny,35 °c,"0.0
mm",9%,998 mb,12 km/h,20 km/h
8/2/2016,15:00,Sunny,36 °c,"0.0
mm",10%,997 mb,7 km/h,15 km/h
8/2/2016,18:00,Sunny,32 °c,"0.0
mm",14%,995 mb,3 km/h,6 km/h
8/2/2016,21:00,Clear,30 °c,"0.0
mm",17%,997 mb,10 km/h,17 km/h
8/3/2016,0:00,Partly cloudy,28 °c,"0.0
mm",47%,999 mb,7 km/h,15 km/h
8/3/2016,3:00,Patchy rain possible,28 °c,"0.1
mm",53%,999 mb,2 km/h,8 km/h
8/3/2016,6:00,Patchy rain possible,27 °c,"0.2
mm",100%,1000 mb,3 km/h,4 km/h
8/3/2016,9:00,Heavy rain at times,26 °c,"1.0
mm",89%,1001 mb,5 km/h,18 km/h
8/3/2016,12:00,Moderate rain at times,26 °c,"0.7
mm",79%,1002 mb,7 km/h,9 km/h
8/3/2016,15:00,Moderate rain at times,28 °c,"0.5
mm",67%,1002 mb,6 km/h,7 km/h
8/3/2016,18:00,Partly cloudy,27 °c,"0.0
mm",57%,1000 mb,6 km/h,11 km/h
8/3/2016,21:00,Overcast,26 °c,"0.0
mm",98%,1003 mb,9 km/h,16 km/h
8/4/2016,0:00,Moderate or heavy rain shower,26 °c,"3.8
mm",71%,1004 mb,8 km/h,14 km/h
8/4/2016,3:00,Patchy rain possible,26 °c,"0.3
mm",73%,1003 mb,7 km/h,17 km/h
8/4/2016,6:00,Sunny,28 °c,"0.0
mm",25%,1004 mb,6 km/h,13 km/h
8/4/2016,9:00,Patchy rain possible,30 °c,"0.2
mm",72%,1005 mb,13 km/h,22 km/h
8/4/2016,12:00,Patchy rain possible,32 °c,"0.2
mm",83%,1004 mb,17 km/h,25 km/h
8/4/2016,15:00,Moderate rain at times,31 °c,"0.5
mm",77%,1004 mb,13 km/h,26 km/h
8/4/2016,18:00,Moderate rain at times,28 °c,"0.9
mm",73%,1004 mb,9 km/h,17 km/h
8/4/2016,21:00,Patchy rain possible,27 °c,"0.2
mm",80%,1007 mb,7 km/h,13 km/h
8/5/2016,0:00,Patchy rain possible,26 °c,"0.4
mm",55%,1008 mb,4 km/h,6 km/h
8/5/2016,3:00,Moderate or heavy rain shower,25 °c,"2.5
mm",79%,1007 mb,4 km/h,12 km/h
8/5/2016,6:00,Moderate rain at times,26 °c,"0.8
mm",76%,1008 mb,6 km/h,12 km/h
8/5/2016,9:00,Patchy rain possible,27 °c,"0.2
mm",87%,1008 mb,8 km/h,9 km/h
8/5/2016,12:00,Patchy rain possible,30 °c,"0.2
mm",74%,1007 mb,7 km/h,12 km/h
8/5/2016,15:00,Patchy rain possible,31 °c,"0.2
mm",89%,1005 mb,6 km/h,17 km/h
8/5/2016,18:00,Sunny,28 °c,"0.0
mm",13%,1006 mb,8 km/h,16 km/h
8/5/2016,21:00,Clear,27 °c,"0.0
mm",20%,1008 mb,7 km/h,13 km/h
8/6/2016,0:00,Clear,26 °c,"0.0
mm",19%,1008 mb,4 km/h,7 km/h
8/6/2016,3:00,Clear,26 °c,"0.0
mm",15%,1007 mb,2 km/h,4 km/h
8/6/2016,6:00,Sunny,27 °c,"0.0
mm",24%,1007 mb,3 km/h,4 km/h
8/6/2016,9:00,Partly cloudy,29 °c,"0.0
mm",33%,1007 mb,2 km/h,9 km/h
8/6/2016,12:00,Cloudy,33 °c,"0.0
mm",68%,1005 mb,3 km/h,8 km/h
8/6/2016,15:00,Patchy rain possible,34 °c,"0.1
mm",89%,1003 mb,6 km/h,11 km/h
8/6/2016,18:00,Sunny,30 °c,"0.0
mm",8%,1003 mb,10 km/h,19 km/h
8/6/2016,21:00,Clear,28 °c,"0.0
mm",12%,1005 mb,10 km/h,14 km/h
8/7/2016,0:00,Clear,27 °c,"0.0
mm",15%,1005 mb,7 km/h,13 km/h
8/7/2016,3:00,Clear,26 °c,"0.0
mm",17%,1004 mb,5 km/h,9 km/h
8/7/2016,6:00,Partly cloudy,28 °c,"0.0
mm",29%,1004 mb,1 km/h,6 km/h
8/7/2016,9:00,Sunny,32 °c,"0.0
mm",23%,1004 mb,1 km/h,7 km/h
8/7/2016,12:00,Sunny,34 °c,"0.0
mm",21%,1002 mb,1 km/h,14 km/h
8/7/2016,15:00,Sunny,36 °c,"0.0
mm",16%,1001 mb,5 km/h,11 km/h
8/7/2016,18:00,Sunny,32 °c,"0.0
mm",10%,1001 mb,7 km/h,16 km/h
8/7/2016,21:00,Moderate or heavy rain shower,28 °c,"7.4
mm",88%,1004 mb,9 km/h,18 km/h
8/8/2016,0:00,Clear,27 °c,"0.0
mm",20%,1004 mb,7 km/h,13 km/h
8/8/2016,3:00,Clear,27 °c,"0.0
mm",15%,1003 mb,5 km/h,9 km/h
8/8/2016,6:00,Sunny,27 °c,"0.0
mm",10%,1004 mb,3 km/h,3 km/h
8/8/2016,9:00,Sunny,32 °c,"0.0
mm",18%,1004 mb,5 km/h,12 km/h
8/8/2016,12:00,Sunny,34 °c,"0.0
mm",21%,1002 mb,1 km/h,17 km/h
8/8/2016,15:00,Partly cloudy,36 °c,"0.0
mm",48%,1001 mb,4 km/h,9 km/h
8/8/2016,18:00,Patchy rain possible,32 °c,"0.1
mm",77%,1000 mb,10 km/h,17 km/h
8/8/2016,21:00,Patchy rain possible,28 °c,"0.2
mm",71%,1004 mb,10 km/h,17 km/h
8/9/2016,0:00,Clear,28 °c,"0.0
mm",20%,1003 mb,6 km/h,12 km/h
8/9/2016,3:00,Clear,27 °c,"0.0
mm",18%,1002 mb,5 km/h,9 km/h
8/9/2016,6:00,Partly cloudy,28 °c,"0.0
mm",28%,1003 mb,3 km/h,9 km/h
8/9/2016,9:00,Sunny,32 °c,"0.0
mm",13%,1003 mb,6 km/h,13 km/h
8/9/2016,12:00,Sunny,35 °c,"0.0
mm",16%,1001 mb,8 km/h,22 km/h
8/9/2016,15:00,Sunny,36 °c,"0.0
mm",12%,999 mb,4 km/h,11 km/h
8/9/2016,18:00,Sunny,32 °c,"0.0
mm",23%,1000 mb,7 km/h,15 km/h
8/9/2016,21:00,Clear,29 °c,"0.0
mm",19%,1002 mb,9 km/h,18 km/h
8/10/2016,0:00,Patchy rain possible,29 °c,"0.2
mm",78%,1002 mb,6 km/h,11 km/h
8/10/2016,3:00,Patchy rain possible,28 °c,"0.3
mm",77%,1002 mb,4 km/h,11 km/h
8/10/2016,6:00,Partly cloudy,28 °c,"0.0
mm",27%,1003 mb,8 km/h,9 km/h
8/10/2016,9:00,Sunny,32 °c,"0.0
mm",21%,1003 mb,10 km/h,16 km/h
8/10/2016,12:00,Patchy rain possible,34 °c,"0.4
mm",78%,1001 mb,10 km/h,23 km/h
8/10/2016,15:00,Sunny,34 °c,"0.0
mm",23%,1000 mb,8 km/h,13 km/h
8/10/2016,18:00,Sunny,30 °c,"0.0
mm",22%,1000 mb,5 km/h,9 km/h
8/10/2016,21:00,Moderate or heavy rain shower,29 °c,"2.9
mm",84%,1003 mb,6 km/h,11 km/h
8/11/2016,0:00,Patchy rain possible,28 °c,"0.2
mm",78%,1002 mb,5 km/h,10 km/h
8/11/2016,3:00,Moderate rain at times,28 °c,"0.5
mm",76%,1002 mb,5 km/h,13 km/h
8/11/2016,6:00,Partly cloudy,28 °c,"0.0
mm",32%,1003 mb,7 km/h,10 km/h
8/11/2016,9:00,Partly cloudy,28 °c,"0.0
mm",31%,1004 mb,8 km/h,9 km/h
8/11/2016,12:00,Partly cloudy,31 °c,"0.0
mm",34%,1002 mb,10 km/h,17 km/h
8/11/2016,15:00,Moderate or heavy rain shower,32 °c,"3.1
mm",86%,1002 mb,6 km/h,22 km/h
8/11/2016,18:00,Partly cloudy,29 °c,"0.0
mm",28%,1002 mb,6 km/h,10 km/h
8/11/2016,21:00,Moderate rain at times,27 °c,"0.6
mm",56%,1004 mb,6 km/h,11 km/h
8/12/2016,0:00,Moderate rain at times,27 °c,"0.7
mm",70%,1003 mb,3 km/h,6 km/h
8/12/2016,3:00,Patchy rain possible,26 °c,"0.3
mm",73%,1003 mb,1 km/h,7 km/h
8/12/2016,6:00,Moderate rain at times,27 °c,"0.8
mm",73%,1004 mb,5 km/h,6 km/h
8/12/2016,9:00,Partly cloudy,28 °c,"0.0
mm",46%,1003 mb,8 km/h,22 km/h
8/12/2016,12:00,Patchy rain possible,31 °c,"0.2
mm",55%,1001 mb,5 km/h,23 km/h
8/12/2016,15:00,Sunny,32 °c,"0.0
mm",21%,1000 mb,3 km/h,20 km/h
8/12/2016,18:00,Heavy rain at times,29 °c,"1.3
mm",85%,1001 mb,5 km/h,14 km/h
8/12/2016,21:00,Partly cloudy,28 °c,"0.0
mm",38%,1002 mb,6 km/h,9 km/h
8/13/2016,0:00,Partly cloudy,28 °c,"0.0
mm",38%,1001 mb,7 km/h,8 km/h
8/13/2016,3:00,Partly cloudy,27 °c,"0.0
mm",40%,1000 mb,7 km/h,13 km/h
8/13/2016,6:00,Partly cloudy,27 °c,"0.0
mm",38%,1001 mb,8 km/h,11 km/h
8/13/2016,9:00,Partly cloudy,31 °c,"0.0
mm",48%,1000 mb,6 km/h,12 km/h
8/13/2016,12:00,Moderate rain at times,32 °c,"0.7
mm",56%,998 mb,9 km/h,18 km/h
8/13/2016,15:00,Patchy rain possible,31 °c,"0.3
mm",55%,997 mb,10 km/h,11 km/h
8/13/2016,18:00,Overcast,28 °c,"0.0
mm",100%,997 mb,8 km/h,14 km/h
8/13/2016,21:00,Moderate or heavy rain shower,26 °c,"3.5
mm",100%,998 mb,5 km/h,12 km/h
8/14/2016,0:00,Moderate or heavy rain shower,26 °c,"7.5
mm",93%,998 mb,10 km/h,15 km/h
8/14/2016,3:00,Moderate or heavy rain shower,25 °c,"6.3
mm",100%,996 mb,14 km/h,33 km/h
8/14/2016,6:00,Moderate or heavy rain shower,26 °c,"4.1
mm",82%,999 mb,10 km/h,27 km/h
8/14/2016,9:00,Heavy rain at times,28 °c,"1.1
mm",76%,999 mb,6 km/h,22 km/h
8/14/2016,12:00,Moderate rain at times,29 °c,"0.9
mm",73%,998 mb,4 km/h,16 km/h
8/14/2016,15:00,Heavy rain at times,29 °c,"1.0
mm",88%,997 mb,8 km/h,17 km/h
8/14/2016,18:00,Heavy rain at times,27 °c,"1.4
mm",82%,998 mb,2 km/h,10 km/h
8/14/2016,21:00,Cloudy,26 °c,"0.0
mm",72%,999 mb,4 km/h,7 km/h
8/15/2016,0:00,Patchy rain possible,26 °c,"0.2
mm",57%,998 mb,3 km/h,6 km/h
8/15/2016,3:00,Partly cloudy,26 °c,"0.0
mm",43%,998 mb,5 km/h,9 km/h
8/15/2016,6:00,Moderate or heavy rain shower,27 °c,"6.5
mm",57%,999 mb,6 km/h,8 km/h
8/15/2016,9:00,Moderate or heavy rain shower,27 °c,"8.4
mm",53%,999 mb,10 km/h,12 km/h
8/15/2016,12:00,Patchy rain possible,29 °c,"0.2
mm",56%,998 mb,11 km/h,17 km/h
8/15/2016,15:00,Heavy rain at times,31 °c,"1.3
mm",89%,997 mb,10 km/h,18 km/h
8/15/2016,18:00,Cloudy,28 °c,"0.0
mm",70%,997 mb,5 km/h,11 km/h
8/15/2016,21:00,Cloudy,27 °c,"0.0
mm",65%,1000 mb,7 km/h,14 km/h
8/16/2016,0:00,Partly cloudy,27 °c,"0.0
mm",52%,999 mb,8 km/h,16 km/h
8/16/2016,3:00,Partly cloudy,26 °c,"0.0
mm",60%,999 mb,9 km/h,17 km/h
8/16/2016,6:00,Cloudy,26 °c,"0.0
mm",80%,999 mb,9 km/h,14 km/h
8/16/2016,9:00,Moderate or heavy rain shower,29 °c,"1.5
mm",75%,1000 mb,13 km/h,18 km/h
8/16/2016,12:00,Moderate or heavy rain shower,29 °c,"4.2
mm",79%,998 mb,17 km/h,23 km/h
8/16/2016,15:00,Partly cloudy,31 °c,"0.0
mm",59%,998 mb,11 km/h,20 km/h
8/16/2016,18:00,Patchy rain possible,28 °c,"0.1
mm",51%,999 mb,8 km/h,14 km/h
8/16/2016,21:00,Partly cloudy,27 °c,"0.0
mm",49%,1001 mb,8 km/h,17 km/h
8/17/2016,0:00,Cloudy,26 °c,"0.0
mm",66%,1000 mb,7 km/h,14 km/h
8/17/2016,3:00,Heavy rain at times,26 °c,"1.4
mm",83%,999 mb,5 km/h,8 km/h
8/17/2016,6:00,Patchy rain possible,27 °c,"0.4
mm",80%,1000 mb,9 km/h,14 km/h
8/17/2016,9:00,Heavy rain at times,28 °c,"1.2
mm",78%,999 mb,13 km/h,15 km/h
8/17/2016,12:00,Sunny,33 °c,"0.0
mm",21%,997 mb,12 km/h,21 km/h
8/17/2016,15:00,Sunny,35 °c,"0.0
mm",12%,996 mb,7 km/h,22 km/h
8/17/2016,18:00,Sunny,30 °c,"0.0
mm",13%,994 mb,8 km/h,17 km/h
8/17/2016,21:00,Clear,29 °c,"0.0
mm",20%,996 mb,6 km/h,14 km/h
8/18/2016,0:00,Clear,29 °c,"0.0
mm",16%,997 mb,5 km/h,9 km/h
8/18/2016,3:00,Clear,27 °c,"0.0
mm",21%,994 mb,9 km/h,18 km/h
8/18/2016,6:00,Sunny,27 °c,"0.0
mm",17%,995 mb,12 km/h,20 km/h
8/18/2016,9:00,Sunny,32 °c,"0.0
mm",21%,995 mb,15 km/h,18 km/h
8/18/2016,12:00,Partly cloudy,33 °c,"0.0
mm",48%,994 mb,5 km/h,25 km/h
8/18/2016,15:00,Patchy rain possible,33 °c,"0.2
mm",50%,992 mb,12 km/h,17 km/h
8/18/2016,18:00,Heavy rain at times,27 °c,"1.3
mm",75%,992 mb,9 km/h,19 km/h
8/18/2016,21:00,Moderate or heavy rain shower,27 °c,"4.0
mm",77%,993 mb,12 km/h,23 km/h
8/19/2016,0:00,Moderate or heavy rain shower,27 °c,"4.4
mm",56%,993 mb,14 km/h,34 km/h
8/19/2016,3:00,Moderate or heavy rain shower,26 °c,"1.6
mm",71%,992 mb,16 km/h,46 km/h
8/19/2016,6:00,Heavy rain at times,26 °c,"1.0
mm",86%,992 mb,20 km/h,49 km/h
8/19/2016,9:00,Moderate or heavy rain shower,25 °c,"2.4
mm",100%,991 mb,28 km/h,54 km/h
8/19/2016,12:00,Moderate or heavy rain shower,26 °c,"3.0
mm",100%,991 mb,32 km/h,53 km/h
8/19/2016,15:00,Moderate or heavy rain shower,26 °c,"6.4
mm",100%,989 mb,22 km/h,43 km/h
8/19/2016,18:00,Moderate or heavy rain shower,25 °c,"5.5
mm",100%,991 mb,17 km/h,38 km/h
8/19/2016,21:00,Heavy rain at times,25 °c,"1.0
mm",66%,997 mb,17 km/h,39 km/h
8/20/2016,0:00,Patchy rain possible,26 °c,"0.4
mm",70%,999 mb,10 km/h,39 km/h
8/20/2016,3:00,Partly cloudy,25 °c,"0.0
mm",41%,1001 mb,5 km/h,20 km/h
8/20/2016,6:00,Partly cloudy,26 °c,"0.0
mm",48%,1002 mb,6 km/h,9 km/h
8/20/2016,9:00,Patchy rain possible,30 °c,"0.2
mm",53%,1004 mb,5 km/h,17 km/h
8/20/2016,12:00,Patchy rain possible,31 °c,"0.3
mm",56%,1003 mb,3 km/h,16 km/h
8/20/2016,15:00,Moderate rain at times,30 °c,"0.7
mm",80%,1003 mb,2 km/h,9 km/h
8/20/2016,18:00,Partly cloudy,27 °c,"0.0
mm",52%,1003 mb,6 km/h,12 km/h
8/20/2016,21:00,Partly cloudy,26 °c,"0.0
mm",42%,1005 mb,8 km/h,16 km/h
8/21/2016,0:00,Moderate or heavy rain shower,26 °c,"2.3
mm",75%,1005 mb,7 km/h,13 km/h
8/21/2016,3:00,Heavy rain at times,25 °c,"1.2
mm",54%,1005 mb,5 km/h,12 km/h
8/21/2016,6:00,Heavy rain at times,26 °c,"1.2
mm",87%,1005 mb,8 km/h,10 km/h
8/21/2016,9:00,Partly cloudy,29 °c,"0.0
mm",30%,1005 mb,10 km/h,17 km/h
8/21/2016,12:00,Partly cloudy,32 °c,"0.0
mm",30%,1003 mb,9 km/h,24 km/h
8/21/2016,15:00,Patchy rain possible,34 °c,"0.1
mm",89%,1002 mb,5 km/h,19 km/h
8/21/2016,18:00,Sunny,29 °c,"0.0
mm",18%,1002 mb,1 km/h,2 km/h
8/21/2016,21:00,Clear,28 °c,"0.0
mm",19%,1004 mb,3 km/h,7 km/h
8/22/2016,0:00,Clear,27 °c,"0.0
mm",19%,1004 mb,3 km/h,5 km/h
8/22/2016,3:00,Clear,26 °c,"0.0
mm",18%,1004 mb,1 km/h,2 km/h
8/22/2016,6:00,Moderate or heavy rain shower,27 °c,"1.8
mm",87%,1004 mb,6 km/h,9 km/h
8/22/2016,9:00,Moderate or heavy rain shower,29 °c,"2.1
mm",84%,1004 mb,10 km/h,16 km/h
8/22/2016,12:00,Patchy rain possible,32 °c,"0.4
mm",56%,1003 mb,10 km/h,19 km/h
8/22/2016,15:00,Moderate rain at times,31 °c,"0.5
mm",87%,1002 mb,10 km/h,17 km/h
8/22/2016,18:00,Moderate or heavy rain shower,28 °c,"6.0
mm",85%,1004 mb,4 km/h,7 km/h
8/22/2016,21:00,Partly cloudy,27 °c,"0.0
mm",29%,1006 mb,6 km/h,14 km/h
8/23/2016,0:00,Heavy rain at times,26 °c,"1.0
mm",83%,1006 mb,4 km/h,14 km/h
8/23/2016,3:00,Heavy rain at times,26 °c,"1.0
mm",86%,1006 mb,5 km/h,11 km/h
8/23/2016,6:00,Patchy rain possible,27 °c,"0.2
mm",63%,1007 mb,7 km/h,10 km/h
8/23/2016,9:00,Partly cloudy,29 °c,"0.0
mm",39%,1007 mb,6 km/h,9 km/h
8/23/2016,12:00,Partly cloudy,31 °c,"0.0
mm",54%,1005 mb,9 km/h,15 km/h
8/23/2016,15:00,Patchy rain possible,31 °c,"0.1
mm",70%,1004 mb,6 km/h,20 km/h
8/23/2016,18:00,Moderate rain at times,28 °c,"0.7
mm",78%,1005 mb,8 km/h,15 km/h
8/23/2016,21:00,Clear,26 °c,"0.0
mm",24%,1006 mb,6 km/h,17 km/h
8/24/2016,0:00,Partly cloudy,26 °c,"0.0
mm",30%,1006 mb,5 km/h,11 km/h
8/24/2016,3:00,Clear,25 °c,"0.0
mm",23%,1005 mb,4 km/h,9 km/h
8/24/2016,6:00,Sunny,27 °c,"0.0
mm",6%,1006 mb,5 km/h,7 km/h
8/24/2016,9:00,Sunny,30 °c,"0.0
mm",10%,1006 mb,9 km/h,11 km/h
8/24/2016,12:00,Partly cloudy,33 °c,"0.0
mm",37%,1004 mb,7 km/h,14 km/h
8/24/2016,15:00,Partly cloudy,35 °c,"0.0
mm",28%,1003 mb,2 km/h,14 km/h
